ул.Богородского, д.15а;Обычный;0;56.304196;43.98873
ул.Пушкина, д.13/6;Обычный;0;56.311781;44.018635
ул.Ванеева, 19а;Обычный;0;56.291673;44.01179
ул.Бекетова, д.35в;Обычный;0;56.293712;44.005187
ул.Сестер Рукавишниковых, д.15;Обычный;0;56.294271;44.011511
ул.Сибирцева, д.5а;Обычный;0;56.292772;44.018626
ул.Бекетова, д.49б;Обычный;0;56.296649;44.017602
пер.Кустовой, д.7а;Обычный;0;56.301783;44.043949
ул.Н.Сусловой, д.15/2;Обычный;0;56.287342;44.052591
ул.Ивлиева, д.35;Обычный;0;56.299296;44.035802
ул.Н.Сусловой, д.3/3;Обычный;0;56.792015;44.498757
ул.Корнилова, д.12;Обычный;0;56.281586;44.039565
ул.Ванеева, д.120;Обычный;0;56.284534;44.048486
бульвар 60 лет Октября, д.10;Обычный;0;56.311456;44.01037
ул.Генкиной, д.20а;Обычный;0;56.304945;43.985334
пр.Гагарина, д.10;Обычный;0;56.291229;44.006732
